DATA,Temperatura massima (°C),Temperatura media (°C),Temperatura minima (°C),Temperatura classe,Precipitazione (mm),Precipitazione classe,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Durata calma (min),Tempo permanenza (min),Vento classe,Umidità massima (%),Umidità media (%),Umidità minima (%),Umidità classe,Radiazione globale (MJ/m²),Radiazione classe
2006-10-03,10.7,8.6,6.0,MZ00,9.8,MZ,1.1,10.2,,240,,MZZ00Z,100,76,33,AZ00,1.7,MZ
2006-10-04,9.9,6.6,3.0,MZ00,0.0,MZ,2.1,8.6,W,0,530,MZZZZZ,49,32,19,AZ00,16.0,MZ
2006-10-05,9.1,5.1,2.2,MZ00,0.0,MZ,2.0,8.8,W,0,340,MZZZZZ,51,42,31,AZ00,16.5,MZ
2006-10-06,13.1,6.8,2.5,MZ00,0.0,MZ,1.0,3.5,ESE,90,450,MZZYYZ,76,43,24,AZ00,15.5,MZ
2006-10-07,11.3,7.5,4.4,MZ00,4.8,MY,2.0,10.7,W,10,300,MZZYYZ,73,44,27,AZ*0,16.4,MZ
2006-10-08,13.0,7.2,3.9,MZ00,0.0,MZ,0.8,2.2,ESE,30,430,MZZYYZ,74,44,26,AZ00,15.1,MZ
2006-10-09,15.8,9.8,5.2,MZ00,0.0,MZ,0.9,3.1,ESE,60,580,MZZYYZ,65,39,9,AZ00,15.2,MZ
2006-10-10,14.9,9.5,6.1,MZ00,0.0,MY,0.9,7.0,SE,50,440,MZZYYZ,66,42,24,AZ0*,14.2,MZ
2006-10-11,12.3,7.6,4.7,MZ00,0.0,MZ,0.9,6.4,SE,40,340,MZZYYZ,65,45,20,AZ00,9.9,MZ
2006-10-12,13.8,7.7,3.2,MZ00,0.0,MZ,0.8,2.8,SE,30,420,MZZYYZ,65,46,25,AZ00,14.2,MZ
2006-10-13,15.5,9.8,6.4,MZ00,0.0,MZ,0.9,5.9,SE,30,460,MZZYYZ,67,34,11,AZ00,13.9,MZ
2006-10-14,12.1,6.7,4.4,MZ00,0.8,MZ,1.1,9.9,,150,,MZZ00Z,86,59,37,AZ00,9.2,MZ
2006-10-15,7.0,4.3,2.7,MZ00,0.6,MZ,0.7,8.8,SE,120,270,MZZYYZ,88,79,64,AZ00,3.7,MZ
2006-10-16,13.5,6.7,1.6,MZ00,0.0,MZ,0.9,6.3,SE,50,350,MZZYYZ,66,37,10,AZ00,13.6,MZ
2006-10-17,9.5,4.2,0.6,MZ00,0.0,MY,0.7,2.4,ESE,130,250,MZZYYZ,80,67,46,AZ00,12.5,MZ
2006-10-18,5.7,3.1,1.2,MZ00,0.8,MZ,0.8,8.8,ESE,110,320,MZZYYZ,96,81,69,AZ00,3.1,MZ
2006-10-19,3.4,2.5,1.3,MZ00,20.2,MY,1.5,11.2,,160,,MZZ00Z,100,85,74,AZ00,3.1,MZ
2006-10-20,7.5,4.0,2.1,MZ00,5.4,MZ,0.4,5.5,,510,,MZZ00Z,100,94,69,AZ00,4.5,MZ
2006-10-21,8.1,5.5,3.2,MZ00,0.8,MZ,0.5,3.0,,420,,MZZ00Z,100,89,72,AZ00,6.8,MZ
2006-10-22,7.7,5.1,3.5,MZ00,0.2,MY,0.7,3.8,,310,,MZZ00Z,97,80,66,AZ00,4.9,MZ
2006-10-23,5.8,4.6,4.1,MZ00,36.0,MZ,0.4,3.5,,470,,MZZ00Z,100,100,98,AZ00,0.6,MY
2006-10-24,13.3,8.6,5.3,MZ00,4.4,MZ,1.7,7.8,E,20,280,MZZYYZ,100,49,10,AZ00,11.5,MZ
2006-10-25,12.3,8.0,5.2,MZ00,0.0,MZ,0.7,3.9,,320,,MZZ00Z,90,51,20,AZ00,10.3,MZ
2006-10-26,10.2,7.4,5.7,MZ00,0.0,MZ,0.5,4.5,,310,,MZZ00Z,95,80,53,AZ00,4.5,MZ
2006-10-27,18.9,13.8,8.9,MZ00,0.0,MZ,1.3,8.1,ESE,20,390,MZZYYZ,53,32,22,AZ00,9.0,MZ
2006-10-28,17.6,13.9,12.2,MZ00,0.0,MZ,1.8,8.2,WSW,10,340,MZZYYZ,40,29,12,AZ00,10.0,MZ
2006-10-29,16.2,13.8,10.0,MZ00,0.0,MZ,2.1,9.5,W,0,430,MZZZZZ,50,38,23,AZ00,6.9,MZ
2006-10-30,16.5,10.3,4.1,MZ00,0.0,MZ,0.8,6.9,,200,,MZZ00Z,72,36,13,AZ00,10.3,MZ
2006-10-31,10.4,6.2,2.1,MZ00,0.0,MZ,1.1,9.9,,240,,MZZ00Z,93,68,40,AZ00,5.0,MZ
2006-11-01,10.5,6.7,1.0,MZ00,0.0,MZ,3.1,14.6,WSW,0,560,MZZZZZ,50,29,9,AZ00,10.2,MZ
2006-11-02,4.7,-0.5,-5.6,MZ00,0.0,MZ,1.0,7.2,,160,,MZZ00Z,49,22,8,AZ00,10.2,MZ
2006-11-03,4.3,-1.9,-5.5,MZ00,0.0,MZ,0.9,5.9,SE,120,300,MZZYYZ,38,19,5,AZ00,10.1,MZ
2006-11-04,5.6,0.1,-5.1,MZ00,0.0,MZ,0.9,4.3,E,70,360,MZZYYZ,39,26,10,AZ00,9.8,MZ
2006-11-05,13.1,7.0,0.2,MZ00,0.0,MZ,1.3,6.7,S,10,260,MZZYYZ,31,11,4,AY**,8.4,MZ
2006-11-06,15.7,9.4,6.4,MZ00,0.0,MZ,0.9,4.1,ESE,80,550,MZZYYZ,18,11,6,AZ00,9.3,MZ
2006-11-07,14.3,8.3,5.0,MZ00,0.0,MZ,0.7,2.5,,200,,MZZ00Z,27,11,4,AY**,8.9,MZ
2006-11-08,11.4,5.8,3.0,MZ00,0.0,MZ,0.8,6.7,SSW,140,170,MZZYYZ,52,30,15,AZ00,7.5,MZ
2006-11-09,10.9,6.9,3.4,MZ00,0.0,MZ,2.0,8.9,W,0,370,MZZZZZ,49,36,22,AZ00,7.9,MZ
2006-11-10,13.5,5.9,-1.4,MZ00,0.0,MZ,1.0,5.7,SE,130,330,MZZYYZ,63,22,4,AY**,8.3,MZ
2006-11-11,9.6,5.1,-2.1,MZ00,0.0,MZ,2.4,11.9,WSW,50,460,MZZYYZ,69,37,10,AZ00,4.8,MZ
2006-11-12,5.8,4.1,1.9,MZ00,0.0,MZ,3.7,16.9,WSW,0,680,MZZZZZ,50,37,22,AZ00,4.8,MZ
2006-11-13,10.3,6.9,2.5,MZ00,0.0,MZ,2.6,10.3,SW,0,560,MZZZZZ,43,27,7,AZ00,7.6,MZ
2006-11-14,14.5,8.8,4.4,MZ00,0.0,MZ,1.3,6.5,S,100,250,MZZYYZ,62,41,24,AZ00,7.6,MZ
2006-11-15,7.4,3.8,1.6,MZ00,0.0,MZ,0.8,8.1,,210,,MZZ00Z,83,64,48,AZ00,7.6,MZ
2006-11-16,4.6,2.9,2.1,MZ00,1.4,MZ,0.8,7.8,,240,,MZZ00Z,100,84,69,AZ00,2.4,MZ
2006-11-17,3.1,2.2,0.4,MZ00,47.6,MY,1.4,9.6,,190,,MZZ00Z,100,88,70,AZ00,1.0,MZ
2006-11-18,5.5,2.1,0.2,MZ00,5.0,MZ,0.9,3.4,SE,110,280,MZZYYZ,93,76,59,AZ*0,7.3,MZ
2006-11-19,8.0,3.3,0.6,MZ00,0.2,MY,1.0,6.6,ESE,70,280,MZZYYZ,72,53,34,AZ00,7.5,MZ
2006-11-20,7.2,2.0,-0.4,MZ00,0.0,MZ,1.0,5.2,ESE,60,390,MZZYYZ,69,19,6,AZ00,7.4,MZ
2006-11-21,4.6,1.3,-1.7,MZ00,0.8,MY,1.3,9.3,E,70,220,MZZYYZ,82,58,14,AZ00,6.0,MZ
2006-11-22,5.4,-0.2,-4.3,MZ00,6.0,MY,2.5,12.9,WSW,20,600,MZZYYZ,76,41,9,AZ*0,4.3,MZ
2006-11-23,8.1,3.7,-1.1,MZ00,0.4,MZ,0.9,11.8,,230,,MZZ00Z,61,44,36,AZ*0,4.5,MZ
2006-11-24,2.3,-0.1,-3.3,MZ00,0.0,MZ,0.5,2.4,,330,,MZZ00Z,74,58,42,AZ00,2.1,MZ
2006-11-25,7.1,1.9,-0.4,MZ00,0.2,MY,0.4,2.7,,330,,MZZ00Z,81,71,52,AZ00,6.3,MZ
2006-11-26,4.7,2.5,-0.1,MZ00,0.0,MZ,0.6,3.5,,250,,MYZ00Y,100,77,66,AZ00,2.8,MZ
2006-11-27,10.5,4.1,1.0,MZ00,0.0,MZ,0.5,3.0,,290,,MZZ00Z,79,58,40,AZ00,6.0,MZ
2006-11-28,9.1,4.7,2.6,MZ00,0.0,MZ,0.7,3.2,ESE,110,370,MZZYYZ,54,46,36,AZ00,6.0,MZ
2006-11-29,6.5,4.8,3.5,MZ00,0.0,MZ,1.0,6.0,WSW,100,260,MZZYYZ,58,53,45,AZ00,3.6,MZ
2006-11-30,4.9,1.9,-1.2,MZ00,0.0,MZ,0.8,10.6,,200,,MZZ00Z,78,56,39,AZ00,5.1,MZ
2006-12-01,8.5,1.9,-0.8,MZ00,0.0,MZ,0.6,3.0,,210,,MZZ00Z,62,40,23,AZ00,5.9,MZ
2006-12-02,5.6,-0.1,-2.2,MZ00,0.0,MZ,0.4,2.6,,400,,MYZ00Y,84,54,32,AZ00,5.5,MZ
2006-12-03,4.6,1.8,-0.2,MZ00,0.4,MY,0.8,7.0,W,130,340,MYZYYY,87,74,53,AZ0*,3.4,MZ
2006-12-04,7.7,4.9,0.8,MZ00,0.4,MY,3.0,13.3,WSW,10,480,MZZYYZ,82,54,33,AZ00,4.7,MZ
2006-12-05,9.8,5.3,0.9,MZ00,3.2,MZ,1.2,9.0,,150,,MZZ00Z,95,55,33,AZ*0,5.6,MZ
2006-12-06,2.6,0.2,-1.2,MZ00,1.6,MZ,,,,,,M00000,100,87,52,AY**,,M0
2006-12-07,6.5,0.6,-2.2,MZ00,3.6,MZ,0.8,4.1,ESE,80,430,MYZYYY,83,63,38,AZ*0,3.6,MY
2006-12-08,0.8,-0.7,-1.7,MZ00,0.0,MZ,,,,,,M00000,94,85,77,AZ00,0.6,MY
2006-12-09,-0.4,-2.2,-5.2,MZ00,0.0,MZ,2.9,14.1,SW,10,570,MZZYYZ,86,50,37,AZ*0,0.8,MY
2006-12-10,3.1,-4.3,-7.3,MZ00,1.0,MZ,1.0,7.0,ESE,100,360,MZZYYZ,53,37,14,AZ00,6.7,MZ
2006-12-11,2.7,-4.3,-7.9,MZ00,0.8,MZ,0.9,4.5,,150,,MZZ00Z,52,30,8,AZ0*,5.8,MZ
2006-12-12,7.9,1.6,-2.9,MZ00,9.6,MY,0.9,5.8,S,140,330,MZZYYZ,55,34,12,AZ*0,6.0,MZ
2006-12-13,9.0,1.8,-0.7,MZ00,4.2,MZ,0.7,3.0,ESE,130,390,MZZYYZ,45,27,11,AZ*0,5.6,MZ
2006-12-14,10.2,2.6,0.5,MZ00,5.4,MY,0.7,2.3,ESE,130,550,MZZYYZ,23,16,7,AZ*0,5.6,MZ
2006-12-15,6.4,1.1,-1.4,MZ00,3.2,MY,0.7,2.5,,150,,MZZ00Z,33,22,12,AZ*0,5.0,MZ
2006-12-16,4.2,1.4,-1.0,MZ00,5.2,MY,0.7,2.8,,260,,MZZ00Z,69,44,31,AZ*0,2.3,MZ
2006-12-17,5.5,1.3,-1.8,MZ00,3.4,MY,0.9,5.7,S,130,270,MZZYYZ,70,54,39,AZ*0,3.4,MZ
2006-12-18,1.6,-1.4,-3.1,MZ00,1.0,MZ,0.9,6.5,,150,,MYZ00Y,81,55,35,AZ00,5.4,MZ
2006-12-19,-2.9,-4.3,-5.9,MZ00,0.0,MZ,,,,,,M00000,81,77,67,AZ00,1.5,MZ
2006-12-20,3.8,-2.5,-5.0,MZ00,2.4,MZ,0.6,3.1,,240,,MZZ00Z,71,48,27,AZ*0,3.3,MZ
2006-12-21,0.1,-4.1,-8.1,MZ00,0.0,MZ,0.7,4.8,,150,,MZZ00Z,65,37,13,AZ*0,5.4,MZ
2006-12-22,0.5,-4.9,-8.3,MZ00,0.4,MY,0.7,6.7,,200,,MZZ00Z,72,47,21,AZ00,5.5,MZ
2006-12-23,4.0,-0.3,-3.5,MZ00,0.0,MZ,1.8,13.4,ESE,20,520,MZZYYZ,33,18,5,AZ00,5.6,MZ
2006-12-24,6.5,-0.1,-2.9,MZ00,0.0,MZ,0.9,3.1,ESE,50,580,MZZYYZ,34,22,10,AZ00,5.4,MZ
2006-12-25,9.1,2.8,-0.2,MZ00,0.0,MZ,0.9,3.8,ESE,110,450,MZZYYZ,35,21,9,AZ00,5.3,MZ
2006-12-26,10.3,2.7,0.5,MZ00,0.0,MZ,0.8,2.7,,220,,MZZ00Z,30,18,8,AZ00,5.4,MZ
2006-12-27,7.5,2.4,-0.8,MZ00,0.0,MZ,1.3,5.5,S,20,550,MZZYYZ,22,17,10,AZ00,5.6,MZ
2006-12-28,6.3,2.2,-0.9,MZ00,0.0,MZ,1.7,5.5,S,0,820,MZZZZZ,19,14,10,AZ00,5.7,MZ
2006-12-29,9.3,1.5,-2.5,MZ00,0.0,MZ,1.0,5.3,ESE,120,490,MZZYYZ,28,15,5,AZ00,5.7,MZ
2006-12-30,4.0,0.0,-2.6,MZ00,0.0,MZ,1.0,6.4,W,100,330,MZZYYZ,56,34,18,AZ00,5.5,MZ
2006-12-31,9.4,5.3,3.2,MZ00,0.2,MY,1.6,7.4,SW,60,340,MZZYYZ,61,43,28,AZ*0,5.6,MZ
2007-01-01,6.7,3.1,-2.9,MZ00,12.8,MY,3.2,16.6,SW,0,450,MZZZZZ,76,57,23,AZ*0,1.5,MZ
2007-01-02,-2.8,-4.7,-6.0,MZ00,0.0,MZ,2.7,16.6,SW,0,430,MZZYYZ,75,59,42,AZ00,2.0,MZ
2007-01-03,6.6,0.5,-4.6,MZ00,1.6,MY,2.3,13.0,SSW,10,340,MZZYYZ,57,33,6,AZ*0,5.9,MZ
2007-01-04,7.5,3.5,0.6,MZ00,0.8,MZ,2.2,12.2,W,30,340,MZZYYZ,69,45,24,AZ0*,4.7,MZ
2007-01-05,7.0,3.9,-0.3,MZ00,0.2,MY,1.9,14.7,S,10,360,MZZYYZ,42,21,4,AY**,4.2,MZ
2007-01-06,10.2,5.2,3.5,MZ00,0.0,MZ,1.5,6.8,S,60,340,MZZYYZ,40,32,16,AZ00,5.7,MZ
2007-01-07,7.8,3.6,-0.8,MZ00,0.0,MZ,1.7,8.2,SW,30,540,MZZYYZ,65,46,31,AZ00,6.5,MZ
2007-01-08,4.7,1.0,-1.5,MZ00,0.2,MY,1.5,7.3,E,50,370,MZZYYZ,65,55,44,AZ00,4.6,MZ
2007-01-09,13.7,7.8,4.7,MZ00,0.0,MZ,1.8,13.0,S,0,220,MZZYYZ,56,47,32,AZ00,6.5,MZ
2007-01-10,9.2,5.1,1.9,MZ00,0.0,MZ,1.3,10.3,E,80,330,MZZYYZ,61,48,33,AZ0*,6.2,MZ
2007-01-11,10.4,5.6,1.4,MZ00,0.0,MZ,2.9,15.9,WSW,20,360,MZZYYZ,56,28,4,AY**,6.4,MZ
2007-01-12,11.7,7.5,3.2,MZ00,0.0,MZ,2.5,12.0,W,0,250,MZZZZZ,65,31,11,AZ00,6.6,MZ
2007-01-13,15.7,9.9,7.2,MZ00,0.0,MZ,1.3,7.8,E,20,380,MZZYYZ,20,11,5,AZ00,6.4,MZ
2007-01-14,12.9,7.4,2.8,MZ00,0.0,MZ,1.6,8.8,SW,20,320,MZZYYZ,31,16,5,AZ00,6.3,MZ
2007-01-15,6.8,2.0,-1.0,MZ00,0.0,MZ,0.5,2.5,,240,,MZZ00Z,53,36,24,AZ00,4.6,MZ
2007-01-16,5.9,0.5,-2.5,MZ00,0.0,MZ,0.5,2.8,,340,,MZZ00Z,67,49,30,AZ00,5.5,MZ
2007-01-17,6.3,1.6,-1.6,MZ00,0.0,MZ,1.4,9.2,SSW,30,340,MZZYYZ,60,46,31,AZ00,6.7,MZ
2007-01-18,8.0,4.8,-0.2,MZ00,0.4,MZ,2.7,12.0,SW,20,490,MZZYYZ,62,47,37,AZ00,4.4,MZ
2007-01-19,10.7,8.4,6.8,MZ00,0.0,MZ,4.2,18.7,W,0,910,MZZZZZ,55,36,17,AZ00,6.9,MZ
2007-01-20,13.6,9.6,6.0,MZ00,0.0,MZ,2.0,9.1,SW,0,390,MZZZZZ,33,23,15,AZ00,7.2,MZ
2007-01-21,7.0,4.3,0.3,MZ00,0.0,MZ,2.0,10.1,W,20,260,MZZYYZ,40,20,7,AZ00,7.8,MZ
2007-01-22,1.5,-0.6,-2.9,MZ00,0.0,MZ,1.0,9.3,,280,,MZZ00Z,90,57,13,AZ00,2.4,MZ
2007-01-23,-0.4,-2.4,-5.7,MZ00,0.0,MZ,,,,,,M00000,89,78,59,AZ00,,M0
2007-01-24,-5.3,-9.3,-12.1,MZ00,0.0,MZ,2.9,14.2,WSW,10,780,MZZYYZ,59,43,31,AZ00,3.6,MZ
2007-01-25,-5.4,-8.9,-11.8,MZ00,0.0,MZ,0.6,3.2,,220,,MZZ00Z,70,60,47,AZ00,2.8,MZ
2007-01-26,-4.6,-8.3,-11.1,MZ00,0.0,MZ,1.7,8.6,S,30,260,MZZYYZ,63,40,24,AZ00,7.8,MZ
2007-01-27,4.9,-1.2,-8.1,MZ00,8.4,MY,1.9,8.3,S,10,370,MZZYYZ,32,23,13,AZ*0,8.5,MZ
2007-01-28,9.7,3.2,-0.7,MZ00,6.4,MY,1.4,9.5,S,60,300,MZZYYZ,28,15,4,AZ*0,8.7,MZ
2007-01-29,10.5,3.8,-0.3,MZ00,0.0,MZ,1.7,9.0,SW,40,310,MZZYYZ,24,12,5,AZ00,9.1,MZ
2007-01-30,11.4,3.1,-0.7,MZ00,0.0,MZ,0.9,3.6,ESE,140,650,MZZYYZ,20,14,6,AZ00,8.8,MZ
2007-01-31,10.6,2.5,-0.9,MZ00,0.0,MZ,0.7,2.7,,200,,MZZ00Z,30,18,6,AZ00,8.9,MZ
2007-02-01,13.9,5.3,-0.1,MZ00,0.0,MZ,0.9,4.3,ESE,60,620,MZZYYZ,25,12,4,AY**,9.0,MZ
2007-02-02,11.7,4.2,-1.6,MZ00,0.0,MZ,0.8,4.5,,320,,MZZ00Z,43,29,17,AZ00,9.0,MZ
2007-02-03,13.4,5.3,1.0,MZ00,0.0,MZ,0.8,3.7,ESE,130,330,MZZYYZ,41,27,10,AZ00,9.0,MZ
2007-02-04,13.6,3.1,-3.4,MZ00,0.0,MZ,0.6,2.7,,270,,MZZ00Z,52,28,8,AZ00,9.5,MZ
2007-02-05,8.0,2.6,-3.2,MZ00,0.0,MZ,1.3,7.7,ESE,70,310,MZZYYZ,54,19,9,AZ00,9.9,MZ
2007-02-06,2.9,-0.8,-3.8,MZ00,0.0,MZ,1.5,6.9,SW,40,280,MZZYYZ,61,43,31,AZ00,6.8,MZ
2007-02-07,2.3,-2.5,-5.1,MZ00,0.0,MZ,1.0,7.2,,190,,MZZ00Z,79,62,41,AZ00,7.5,MZ
2007-02-08,0.6,-2.4,-4.9,MZ00,0.4,MZ,1.2,7.8,E,80,440,MZZYYZ,77,67,37,AZ00,1.5,MZ
2007-02-09,9.1,0.7,-3.1,MZ00,2.6,MY,0.9,7.2,ESE,130,410,MZZYYZ,47,24,6,AZ*0,10.1,MZ
2007-02-10,3.0,-1.9,-7.7,MZ00,0.0,MZ,1.5,12.1,,280,,MZZ00Z,73,49,30,AZ00,7.0,MZ
2007-02-11,6.5,1.7,-3.2,MZ00,0.4,MY,2.0,9.4,SW,40,280,MZZYYZ,72,33,13,AZ00,10.8,MZ
2007-02-12,3.6,-0.8,-4.2,MZ00,6.2,MZ,1.8,10.3,ENE,60,300,MZZYYZ,84,69,42,AZ*0,3.1,MZ
2007-02-13,2.7,-1.0,-4.3,MZ00,6.8,MY,2.1,11.3,S,0,330,MZZYYZ,69,39,4,AZ*0,9.7,MZ
2007-02-14,4.0,-0.2,-3.8,MZ00,0.2,MY,0.7,4.5,,340,,MZZ00Z,80,46,13,AZ0*,4.6,MZ
2007-02-15,10.9,4.0,-3.4,MZ00,5.0,MZ,1.4,8.0,SSW,0,290,MZZZZZ,85,29,5,AZ*0,11.9,MZ
2007-02-16,13.9,5.5,-4.0,MZ00,0.0,MZ,0.9,5.9,,190,,MZZ00Z,82,22,4,AY**,12.4,MZ
2007-02-17,-0.9,-1.9,-3.2,MZ00,0.0,MZ,0.9,8.2,,210,,MZZ00Z,81,70,56,AZ00,2.1,MZ
2007-02-18,-1.0,-3.5,-5.6,MZ00,1.4,MZ,0.6,10.5,,300,,MZZ00Z,80,73,56,AZ*0,2.7,MZ
2007-02-19,8.8,1.1,-2.7,MZ00,0.2,MY,1.0,6.2,S,120,240,MZZYYZ,63,43,18,AZ00,12.5,MZ
2007-02-20,7.3,-0.4,-4.9,MZ00,0.0,MZ,0.7,3.7,,230,,MZZ00Z,66,45,19,AZ00,12.9,MZ
2007-02-21,5.8,0.0,-3.6,MZ00,0.0,MZ,0.6,2.4,,170,,MZZ00Z,56,44,22,AZ00,5.8,MZ
2007-02-22,8.3,1.3,-2.5,MZ00,0.0,MZ,0.5,3.8,,260,,MZZ00Z,78,51,26,AZ00,8.6,MZ
2007-02-23,6.6,0.8,-2.4,MZ00,0.0,MZ,0.6,3.5,,280,,MZZ00Z,78,57,32,AZ00,9.3,MZ
2007-02-24,6.0,0.7,-2.2,MZ00,1.0,MZ,1.5,9.3,SW,30,260,MZZYYZ,73,52,35,AZ00,8.5,MZ
2007-02-25,1.8,-1.0,-3.1,MZ00,3.4,MZ,1.5,8.9,E,80,240,MZZYYZ,81,66,37,AZ*0,0.9,MY
2007-02-26,2.6,-1.1,-3.0,MZ00,3.4,MZ,2.8,13.6,WSW,20,640,MZZYYZ,72,50,34,AZ*0,9.8,MZ
2007-02-27,7.5,2.6,-3.1,MZ00,0.0,MZ,3.3,19.2,WSW,0,590,MZZZZZ,57,33,9,AZ00,13.4,MZ
2007-02-28,7.7,5.2,1.6,MZ00,0.4,MY,2.5,12.0,SW,0,480,MZZZZZ,58,37,19,AZ00,12.0,MZ
2007-03-01,4.4,1.8,-0.1,MZ00,1.6,MY,2.3,10.6,W,30,330,MZZYYZ,79,51,25,AZ*0,3.6,MZ
2007-03-02,6.8,3.5,1.0,MZ00,11.4,MZ,3.2,15.5,SW,0,590,MZZZZZ,74,54,31,AZ*0,11.6,MZ
2007-03-03,9.1,4.1,0.8,MZ00,4.8,MZ,2.3,10.0,W,20,330,MZZYYZ,85,52,17,AZ*0,9.5,MZ
2007-03-04,12.2,6.3,1.0,MZ00,0.0,MZ,1.1,7.6,S,90,200,MZZYYZ,48,30,17,AZ00,15.1,MZ
2007-03-05,6.8,2.1,-0.7,MZ00,0.0,MZ,0.7,4.5,,240,,MZZ00Z,68,50,34,AZ00,5.4,MZ
2007-03-06,4.9,1.3,-1.4,MZ00,0.2,MY,2.5,13.6,ESE,70,510,MYZYYY,84,63,42,AZ00,11.0,MZ
2007-03-07,6.6,1.4,-1.8,MZ00,4.2,MZ,,,,,,M00000,89,70,33,AZ*0,12.9,MZ
2007-03-08,6.9,2.0,-1.0,MZ00,0.2,MY,,,,,,M00000,94,58,32,AY**,14.5,MZ
2007-03-09,11.1,2.9,-2.4,MZ00,0.0,MZ,1.6,11.9,W,30,250,MZZYYZ,50,24,4,AZ0*,15.7,MZ
2007-03-10,1.9,-0.4,-2.2,MZ00,0.0,MZ,2.0,12.2,W,20,550,MZZYYZ,48,37,28,AZ00,17.2,MZ
2007-03-11,6.4,0.0,-1.7,MZ*0,0.0,MZ,1.8,17.7,ESE,30,300,MZZYYZ,37,26,7,AZ00,14.0,MZ
2007-03-12,8.3,3.0,-1.9,MZ00,0.0,MZ,1.0,8.1,SE,80,330,MZZYYZ,39,23,14,AZ00,17.7,MZ
2007-03-13,11.2,5.2,-0.1,MZ00,0.0,MZ,1.2,6.4,ESE,40,230,MZZYYZ,28,17,6,AZ00,18.2,MZ
2007-03-14,12.5,6.2,2.0,MZ00,0.0,MZ,1.0,5.6,ESE,120,450,MZZYYZ,39,23,9,AZ00,18.4,MZ
2007-03-15,11.1,5.5,1.2,MZ00,0.0,MZ,1.0,5.9,ESE,120,480,MZZYYZ,57,33,17,AZ00,17.0,MZ
2007-03-16,11.2,5.6,1.4,MZ00,0.0,MZ,1.0,5.9,ESE,110,430,MZZYYZ,45,32,18,AZ00,12.9,MZ
2007-03-17,10.2,5.8,1.2,MZ00,0.0,MZ,1.8,10.2,W,0,340,MZZZZZ,45,26,9,AZ00,18.6,MZ
2007-03-18,11.1,7.1,0.6,MZ00,0.0,MZ,2.5,10.2,W,0,440,MZZZZZ,70,32,17,AZ00,18.9,MZ
2007-03-19,2.8,-3.2,-8.4,MZ00,0.0,MZ,3.2,14.9,W,0,430,MZZYYZ,69,40,20,AZ*0,12.7,MZ
2007-03-20,-3.2,-6.4,-8.6,MZ00,0.0,MZ,1.3,9.4,N,40,230,MZZYYZ,41,33,23,AZ00,13.0,MZ
2007-03-21,-0.9,-6.0,-8.4,MZ00,0.0,MZ,2.4,9.9,W,20,710,MZZYYZ,41,33,24,AZ00,20.7,MZ
2007-03-22,-1.6,-6.1,-9.4,MZ00,0.0,MZ,1.7,8.6,W,10,290,MZZYYZ,41,33,22,AZ00,15.9,MZ
2007-03-23,-1.0,-4.2,-6.6,MZ00,0.0,MZ,2.8,11.6,W,0,550,MZZYYZ,41,34,26,AZ00,17.2,MZ
2007-03-24,0.7,-3.7,-7.5,MZ00,0.0,MZ,1.9,11.2,ESE,70,300,MZZYYZ,73,37,23,AZ00,20.2,MZ
2007-03-25,0.0,-3.2,-5.5,MZ00,2.2,MZ,0.5,5.2,,260,,MYZ00Y,83,76,62,AZ*0,1.4,MZ
2007-03-26,-0.2,-2.0,-2.9,MZ00,0.8,MZ,,,,,,M00000,87,80,64,AZ00,0.9,MY
2007-03-27,2.2,-1.8,-3.4,MZ00,4.0,MZ,,,,,,M00000,88,75,55,AZ*0,4.5,MZ
2007-03-28,6.3,0.0,-4.4,MZ00,21.0,MY,,,,,,M00000,86,62,28,AZ**,19.6,MZ
2007-03-29,6.1,0.2,-3.4,MZ00,9.0,MZ,,,,,,M00000,87,63,30,AZ*0,14.6,MZ
2007-03-30,0.0,-2.4,-6.4,MZ00,2.8,MZ,1.0,9.2,,220,,MZZ00Z,77,68,51,AZ*0,3.4,MZ
2007-03-31,4.1,-2.2,-7.2,MZ00,3.4,MZ,1.0,7.4,,220,,MZZ00Z,81,55,32,AZ*0,11.8,MZ
2007-04-01,2.8,-0.7,-2.5,MZ00,8.2,MY,0.9,7.9,NNE,70,210,MYZYYY,92,78,59,AY**,4.1,MZ
2007-04-02,6.1,1.5,-2.5,MZ00,0.4,MZ,1.0,6.3,,190,,MYZ00Y,96,70,46,AY**,12.0,MZ
2007-04-03,11.0,4.1,-0.9,MZ00,0.2,MY,1.2,7.2,,170,,MZZ00Z,83,47,22,AZ00,19.1,MZ
2007-04-04,2.2,0.0,-1.0,MZ00,2.2,MZ,0.9,7.0,,80,,MYZ00Y,100,73,41,AY**,2.9,MZ
2007-04-05,12.5,3.9,-1.3,MZ00,20.4,MZ,,,,,,M00000,100,63,17,AY**,22.3,MZ
2007-04-06,12.7,6.1,0.6,MZ00,0.0,MZ,1.4,7.7,,150,,MZZ00Z,62,32,7,AZ00,24.0,MZ
2007-04-07,13.8,7.3,1.8,MZ00,0.0,MZ,1.0,5.7,ESE,100,390,MZZYYZ,52,31,13,AZ00,20.1,MZ
2007-04-08,10.0,6.0,2.2,MZ00,1.0,MZ,1.2,6.8,,150,,MZZ00Z,71,49,34,AZ00,16.0,MZ
2007-04-09,11.6,6.5,1.5,MZ00,0.0,MZ,1.5,6.7,W,30,360,MZZYYZ,67,42,23,AZ00,22.9,MZ
