DATA,Temperatura massima (°C),Temperatura media (°C),Temperatura minima (°C),Temperatura classe,Precipitazione (mm),Precipitazione classe,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Durata calma (min),Tempo permanenza (min),Vento classe,Umidità massima (%),Umidità media (%),Umidità minima (%),Umidità classe
1994-03-11,17.8,12.6,5.6,M000,0.0,MZ,2.1,7.3,SE,80,400,M00000,77,60,43,M000
1994-03-12,17.8,11.6,6.4,M000,0.0,MZ,1.8,7.0,SE,100,440,M00000,87,70,52,M000
1994-03-13,19.3,11.6,3.9,M000,0.0,MZ,3.6,18.3,SSE,0,320,M00000,95,62,27,M000
1994-03-14,24.1,16.4,5.2,M000,0.0,MZ,6.8,22.0,SE,0,370,M00000,91,38,11,M000
1994-03-15,21.6,13.9,5.6,M000,0.0,MZ,3.1,13.5,SE,60,440,M00000,91,48,11,M000
1994-03-16,21.5,16.2,5.6,M000,0.0,MZ,8.3,20.2,NNW,0,840,M00000,93,17,6,M000
1994-03-17,17.1,13.3,9.5,M000,0.0,MZ,9.2,25.9,NNW,0,810,M00000,27,18,13,M000
1994-03-18,17.1,10.5,3.6,M000,0.0,MZ,3.5,16.6,SE,30,490,M00000,66,33,19,M000
1994-03-19,16.3,8.1,0.9,M000,0.0,MZ,1.9,7.1,SE,80,450,M00000,78,55,30,M000
1994-03-20,20.3,13.2,1.6,M000,0.0,MZ,7.1,21.5,NNW,40,680,M00000,82,36,19,M000
1994-03-21,17.8,11.9,4.0,M000,1.0,MZ,3.1,11.5,SE,20,440,M00000,91,53,26,M000
1994-03-22,20.1,12.7,4.9,M000,0.0,MZ,2.2,7.8,SE,50,370,M00000,92,61,36,M000
1994-03-23,21.1,12.9,6.4,M000,0.0,MZ,1.9,7.7,SE,40,390,M00000,83,57,30,M000
1994-03-24,25.6,16.4,6.5,M000,0.0,MZ,3.9,16.8,NW,30,450,M00000,87,50,16,M000
1994-03-25,22.4,17.2,9.0,M000,0.0,MZ,4.1,13.2,SE,80,630,M00000,89,48,29,M000
1994-03-26,20.6,13.5,8.5,M000,0.0,MZ,5.4,18.3,NW,30,420,M00000,95,53,18,M000
1994-03-27,15.5,9.9,2.8,M000,0.0,MZ,2.3,9.8,SE,40,480,M00000,75,54,30,M000
1994-03-28,16.7,10.2,5.9,M000,0.0,MZ,1.6,8.1,SE,110,500,M00000,79,60,33,M000
1994-03-29,20.0,11.8,4.6,M000,0.0,MZ,1.8,7.3,SE,140,470,M00000,85,59,33,M000
1994-03-30,19.0,11.9,4.4,M000,0.0,MZ,1.9,8.8,SE,190,450,M00000,88,62,41,M000
1994-03-31,18.9,12.0,7.1,M000,0.0,MZ,1.7,7.3,SE,110,530,M00000,81,63,41,M000
1994-04-01,14.8,11.3,8.0,M000,1.6,MZ,4.7,22.4,SE,30,410,M00000,87,60,23,M000
1994-04-02,12.2,8.6,5.9,M000,0.0,MZ,8.4,19.0,NW,0,760,M00000,42,26,17,M000
1994-04-03,13.4,7.3,2.1,M000,0.0,MZ,5.7,17.4,NW,20,850,M00000,69,31,12,M000
1994-04-04,11.3,6.6,2.8,M000,0.8,MZ,2.7,10.3,WNW,20,560,M00000,92,55,24,M000
1994-04-05,12.5,8.6,2.8,M000,0.0,MZ,7.3,17.4,NW,0,1030,M00000,92,27,10,M000
1994-04-06,14.0,9.3,6.6,M000,0.0,MZ,7.5,17.2,NW,0,1170,M00000,32,26,18,M000
1994-04-07,14.8,7.4,2.3,M000,1.4,MZ,2.7,17.3,NW,40,380,M00000,91,50,16,M000
1994-04-08,13.8,9.6,3.1,M000,0.2,MZ,8.1,21.0,NW,0,770,M00000,92,27,15,M000
1994-04-09,12.0,7.8,5.7,M000,0.0,MZ,5.8,18.4,NW,20,680,M00000,68,36,10,M000
1994-04-10,15.0,7.9,2.0,M000,0.0,MZ,4.4,14.1,NNW,10,420,M00000,68,35,13,M000
1994-04-11,16.3,9.5,3.4,M000,0.0,MZ,4.6,12.3,NW,0,710,M00000,46,24,13,M000
1994-04-12,15.3,11.3,5.5,M000,0.0,MZ,9.6,21.3,NW,0,770,M00000,36,23,17,M000
1994-04-13,16.6,13.4,10.4,M000,0.0,MZ,10.2,23.8,NNW,0,700,M00000,30,22,16,M000
1994-04-14,14.7,9.5,5.1,M000,7.4,MZ,2.7,12.5,SE,50,320,M00000,97,59,28,M000
1994-04-15,12.5,7.1,1.3,M000,0.6,MZ,1.7,11.4,NW,30,240,M00000,98,78,43,M000
1994-04-16,8.0,6.1,4.9,M000,21.8,MZ,1.2,4.5,WNW,90,400,M00000,97,91,80,M000
1994-04-17,16.3,9.4,5.3,M000,1.8,MZ,1.1,4.7,W,160,240,M00000,97,83,48,M000
1994-04-18,20.3,11.1,4.3,M000,5.2,MZ,1.8,9.2,SE,50,370,M00000,97,79,40,M000
1994-04-19,12.0,9.6,8.1,M000,4.2,MZ,1.3,5.4,SE,60,650,M00000,98,92,83,M000
1994-04-20,12.1,9.1,7.5,M000,3.4,MZ,1.2,7.4,SE,160,310,M00000,98,89,72,M000
1994-04-21,18.7,11.8,6.4,M000,0.0,MZ,1.8,7.2,SE,80,380,M00000,97,69,36,M000
1994-04-22,21.0,13.5,3.7,M000,0.2,MZ,2.4,10.1,SE,50,760,M00000,91,58,35,M000
1994-04-23,18.4,13.1,9.2,M000,0.2,MZ,1.8,9.9,SE,130,570,M00000,96,74,48,M000
1994-04-24,16.5,12.2,9.0,M000,5.0,MZ,2.0,8.8,SE,30,570,M00000,97,81,57,M000
1994-04-25,14.2,9.6,5.7,M000,17.2,MZ,1.1,5.1,SE,120,320,M00000,98,86,59,M000
1994-04-26,22.4,15.4,5.7,M000,0.0,MZ,4.6,13.6,NW,0,820,M00000,98,43,24,M000
1994-04-27,22.9,16.1,8.0,M000,0.0,MZ,2.7,8.1,SE,10,450,M00000,73,50,31,M000
1994-04-28,24.6,17.7,10.2,M000,0.0,MZ,3.1,9.8,SE,0,530,M00000,74,50,31,M000
1994-04-29,23.9,17.8,12.2,M000,0.0,MZ,3.0,9.1,SE,0,520,M00000,73,54,38,M000
1994-04-30,25.3,16.9,6.9,M000,0.0,MZ,1.8,7.8,SE,50,510,M00000,87,59,29,M000
1994-05-01,28.3,19.6,9.8,M000,0.0,MZ,3.1,12.3,NW,110,560,M00000,89,49,18,M000
1994-05-02,21.7,16.9,11.6,M000,0.0,MZ,2.5,10.4,SE,80,600,M00000,85,59,36,M000
1994-05-03,21.6,16.5,12.8,M000,0.0,MZ,2.0,7.7,SE,40,810,M00000,84,62,41,M000
1994-05-04,20.2,15.0,11.6,M000,2.8,MZ,1.5,7.3,SE,30,390,M00000,98,75,51,M000
1994-05-05,21.3,16.6,10.2,M000,0.0,MZ,6.9,19.1,NNW,0,560,M00000,98,38,17,M000
1994-05-06,22.5,15.3,7.7,M000,0.0,MZ,2.4,9.1,SE,50,640,M00000,94,59,33,M000
1994-05-07,22.6,17.0,12.0,M000,0.0,MZ,2.2,8.9,SE,80,690,M00000,78,55,33,M000
1994-05-08,19.5,13.9,10.8,M000,10.6,MZ,1.3,7.4,SE,150,390,M00000,98,77,44,M000
1994-05-09,15.3,11.4,8.5,M000,11.2,MZ,1.1,5.9,SE,140,250,M00000,100,85,58,M000
1994-05-10,23.5,15.7,6.2,M000,0.0,MZ,3.0,9.3,SE,0,410,M00000,99,57,21,M000
1994-05-11,17.8,13.1,8.1,M000,4.6,MZ,1.6,8.9,SE,110,330,M00000,98,75,56,M000
1994-05-12,13.7,11.8,10.4,M000,6.8,MZ,0.9,4.8,SE,120,300,M00000,99,93,78,M000
1994-05-13,19.0,13.7,10.7,M000,5.6,MZ,1.4,9.3,SE,210,470,M00000,100,84,55,M000
1994-05-14,20.1,13.6,10.7,M000,26.4,MZ,1.0,4.9,SE,90,270,M00000,100,89,62,M000
1994-05-15,21.7,16.0,10.0,M000,0.0,MZ,2.1,9.0,SE,60,600,M00000,98,75,51,M000
1994-05-16,17.4,14.3,11.8,M000,5.0,MZ,1.0,9.1,SE,110,180,M00000,99,89,71,M000
1994-05-17,20.4,15.3,11.1,M000,3.4,MZ,2.0,10.6,SE,70,390,M00000,100,84,60,M000
1994-05-18,13.4,11.7,10.0,M000,36.2,MZ,2.1,10.4,WNW,50,330,M00000,100,96,85,M000
1994-05-19,25.3,18.3,9.8,M000,0.2,MZ,5.4,20.5,NW,30,380,M00000,100,47,25,M000
1994-05-20,21.8,16.0,12.5,M000,0.2,MZ,2.1,12.2,SE,60,370,M00000,95,77,36,M000
1994-05-21,19.2,15.3,11.7,M000,2.8,MZ,1.9,10.1,SE,30,450,M00000,100,76,57,M000
1994-05-22,20.1,15.9,12.9,M000,0.0,MZ,1.5,6.0,SE,60,460,M00000,100,86,62,M000
1994-05-23,21.7,17.2,14.2,M000,1.4,MZ,1.4,7.4,SE,40,490,M00000,100,83,58,M000
1994-05-24,18.9,15.8,13.1,M000,3.6,MZ,0.8,3.4,SE,120,240,M00000,100,92,75,M000
1994-05-25,26.2,18.7,9.4,M000,0.0,MZ,2.2,9.7,SE,50,710,M00000,100,70,42,M000
1994-05-26,22.5,17.8,12.8,M000,0.0,MZ,2.9,14.6,SE,70,370,M00000,97,70,31,M000
1994-05-27,26.3,19.5,14.1,M000,0.0,MZ,4.5,15.1,NW,10,420,M00000,68,38,15,M000
1994-05-28,23.8,18.7,13.0,M000,0.0,MZ,2.6,10.5,SE,30,700,M00000,89,59,43,M000
1994-05-29,25.3,18.2,12.2,M000,0.0,MZ,1.6,6.4,SE,50,530,M00000,94,73,49,M000
1994-05-30,25.0,18.8,12.0,M000,0.2,MZ,1.9,8.7,SE,50,550,M00000,97,75,52,M000
1994-05-31,25.3,18.7,13.4,M000,0.0,MZ,2.1,7.6,SE,0,360,M00000,96,73,49,M000
1994-06-01,27.8,19.7,10.7,M000,0.0,MZ,1.5,5.4,SE,40,390,M00000,95,70,40,M000
1994-06-02,24.6,19.6,13.7,M000,0.0,MZ,1.8,9.3,SE,70,430,M00000,94,73,55,M000
1994-06-03,26.6,20.3,11.6,M000,0.0,MZ,3.4,21.9,SE,70,640,M00000,96,59,27,M000
1994-06-04,26.9,21.0,18.0,M000,0.0,MZ,8.6,22.6,N,0,640,M00000,37,24,12,M000
1994-06-05,22.3,18.9,14.7,M000,0.0,MZ,11.0,28.0,NW,0,970,M00000,40,20,12,M000
1994-06-06,25.7,17.6,6.0,M000,0.0,MZ,2.1,12.3,SE,60,590,M00000,77,44,27,M000
1994-06-07,27.0,20.1,12.1,M000,0.0,MZ,2.1,8.3,SE,30,540,M00000,75,53,34,M000
1994-06-08,25.5,19.2,12.9,M000,0.0,MZ,1.6,8.6,SE,90,460,M00000,88,64,41,M000
1994-06-09,22.5,18.7,14.9,M000,0.0,MZ,5.1,16.1,NW,0,430,M00000,76,44,24,M000
1994-06-10,24.3,17.9,12.1,M000,0.0,MZ,3.4,14.6,NW,0,350,M00000,73,37,21,M000
1994-06-11,17.0,11.2,8.9,M000,8.4,MZ,2.3,9.2,SE,30,350,M00000,95,82,48,M000
1994-06-12,18.7,13.6,9.2,M000,1.2,MZ,1.8,6.9,SE,30,450,M00000,96,75,42,M000
1994-06-13,25.6,17.4,9.1,M000,0.0,MZ,1.8,6.9,SE,20,630,M00000,100,66,33,M000
1994-06-14,26.1,19.2,14.2,M000,0.0,MZ,1.9,8.4,SE,60,620,M00000,89,67,41,M000
1994-06-15,28.9,21.1,12.1,M000,0.0,MZ,2.2,9.2,SE,30,570,M00000,86,55,33,M000
1994-06-16,28.4,20.9,10.7,M000,0.0,MZ,2.2,8.7,SE,80,620,M00000,86,55,25,M000
1994-06-17,28.8,21.9,14.1,M000,0.0,MZ,2.9,11.6,SE,10,570,M00000,83,49,21,M000
1994-06-18,27.8,20.5,10.4,M000,0.0,MZ,1.9,7.8,SE,50,600,M00000,85,63,42,M000
1994-06-19,27.2,19.6,11.8,M000,11.8,MZ,2.0,14.6,SE,80,470,M00000,100,77,49,M000
1994-06-20,28.0,19.4,11.2,M000,0.2,MZ,1.8,8.9,SE,60,420,M00000,100,70,40,M000
1994-06-21,28.9,21.3,15.0,M000,0.4,MZ,1.9,9.0,SE,30,370,M00000,83,59,33,M000
1994-06-22,30.9,23.0,12.4,M000,0.0,MZ,2.3,7.6,SE,90,530,M00000,95,58,36,M000
1994-06-23,32.0,24.8,14.8,M000,0.0,MZ,2.3,8.0,SE,30,510,M00000,85,53,35,M000
1994-06-24,30.8,24.4,19.4,M000,0.0,MZ,2.1,9.4,SE,10,450,M00000,81,60,39,M000
1994-06-25,28.5,21.8,17.9,M000,4.4,MZ,1.8,9.2,WNW,40,330,M00000,95,71,42,M000
1994-06-26,18.7,15.8,14.7,M000,104.2,MZ,1.7,7.8,WNW,50,350,M00000,100,97,82,M000
1994-06-27,23.2,17.2,14.5,M000,20.8,MZ,1.4,9.8,WNW,50,210,M00000,100,92,60,M000
1994-06-28,30.3,21.8,14.8,M000,0.0,MZ,2.9,10.3,WNW,20,530,M00000,100,64,34,M000
1994-06-29,32.0,24.4,17.7,M000,0.0,MZ,2.4,10.6,SE,10,410,M00000,84,55,36,M000
1994-06-30,32.5,25.0,15.1,M000,0.0,MZ,2.0,8.6,SE,50,550,M00000,88,56,32,M000
1994-07-01,32.4,25.8,19.4,M000,0.0,MZ,2.5,6.9,SE,0,540,M00000,78,60,44,M000
1994-07-02,31.3,25.5,19.9,M000,0.0,MZ,2.3,6.8,WNW,10,520,M00000,85,65,52,M000
1994-07-03,33.2,26.7,20.3,M000,0.0,MZ,2.2,8.0,SE,20,480,M00000,91,67,48,M000
1994-07-04,32.6,25.8,18.7,M000,0.0,MZ,1.9,6.3,SE,30,370,M00000,94,66,41,M000
1994-07-05,32.6,26.0,15.9,M000,0.0,MZ,3.2,15.3,SE,80,500,M00000,90,57,30,M000
1994-07-06,29.7,24.8,20.1,M000,0.0,MZ,3.0,13.3,SE,0,470,M00000,81,51,29,M000
1994-07-07,31.4,25.9,20.4,M000,0.0,MZ,4.5,12.9,NW,0,470,M00000,44,35,22,M000
1994-07-08,30.8,23.6,16.1,M000,0.0,MZ,2.0,7.1,SE,50,570,M00000,87,50,33,M000
1994-07-09,28.2,21.9,14.8,M000,0.0,MZ,2.3,8.8,SE,40,690,M00000,93,68,49,M000
1994-07-10,30.0,22.9,15.3,M000,0.0,MZ,2.1,7.3,SE,30,620,M00000,87,64,42,M000
1994-07-11,28.6,23.1,16.1,M000,0.0,MZ,2.3,9.6,SE,80,600,M00000,87,65,48,M000
1994-07-12,30.2,24.5,18.7,M000,0.0,MZ,1.8,7.9,SE,50,590,M00000,90,64,41,M000
1994-07-13,30.5,24.6,19.6,M000,0.0,MZ,2.3,6.9,SE,10,540,M00000,80,62,44,M000
1994-07-14,29.5,23.6,18.6,M000,0.8,MZ,1.7,5.8,SE,20,390,M00000,88,66,52,M000
1994-07-15,32.5,25.2,18.0,M000,0.0,MZ,2.8,9.3,SE,10,500,M00000,77,55,31,M000
1994-07-16,31.2,24.6,17.2,M000,0.0,MZ,2.2,8.0,SE,30,530,M00000,86,57,34,M000
1994-07-17,31.6,24.5,19.4,M000,1.8,MZ,2.0,8.3,WNW,10,530,M00000,93,72,50,M000
1994-07-18,30.0,24.1,19.5,M000,0.8,MZ,2.4,12.3,WNW,30,340,M00000,93,73,45,M000
1994-07-19,30.6,23.9,16.9,M000,0.0,MZ,2.8,15.1,SE,20,500,M00000,93,61,30,M000
1994-07-20,25.9,21.0,16.8,M000,0.0,MZ,1.6,7.7,SE,50,640,M00000,86,67,44,M000
1994-07-21,27.2,21.7,16.9,M000,0.0,MZ,1.4,5.0,WNW,20,290,M00000,90,69,49,M000
1994-07-22,31.0,23.7,15.5,M000,0.0,MZ,2.2,10.2,SE,30,290,M00000,92,64,45,M000
1994-07-23,25.9,22.5,18.9,M000,0.0,MZ,2.8,11.6,WNW,10,340,M00000,84,63,43,M000
1994-07-24,31.4,23.4,17.2,M000,0.4,MZ,2.0,7.4,WNW,0,510,M00000,88,59,39,M000
1994-07-25,32.2,24.5,17.7,M000,0.6,MZ,2.9,11.8,WNW,0,410,M00000,83,56,35,M000
1994-07-26,32.9,25.1,18.4,M000,0.0,MZ,2.1,7.9,WNW,10,400,M00000,70,55,37,M000
1994-07-27,32.5,25.8,19.6,M000,0.0,MZ,2.3,8.2,SE,20,560,M00000,82,57,35,M000
1994-07-28,31.5,23.9,18.4,M000,5.0,MZ,2.0,13.7,SE,20,260,M00000,99,64,36,M000
1994-07-29,31.1,24.0,17.0,M000,0.2,MZ,2.8,11.2,SE,50,420,M00000,100,66,39,M000
1994-07-30,28.8,22.7,18.7,M000,2.0,MZ,2.4,10.2,WNW,0,480,M00000,91,65,39,M000
1994-07-31,29.8,21.8,17.8,M000,0.6,MZ,2.2,6.1,WNW,10,390,M00000,85,68,40,M000
1994-08-01,27.1,20.4,16.9,M000,0.6,MZ,1.6,7.9,WNW,40,400,M00000,90,74,49,M000
1994-08-02,31.6,23.6,13.4,M000,0.0,MZ,2.4,7.8,SE,20,460,M00000,91,56,34,M000
1994-08-03,32.8,25.6,19.0,M000,0.0,MZ,2.7,7.9,SE,0,530,M00000,74,55,34,M000
1994-08-04,34.1,26.6,19.7,M000,0.0,MZ,2.6,7.8,SE,0,490,M00000,75,53,32,M000
1994-08-05,35.1,27.2,20.8,M000,0.0,MZ,2.2,8.1,W,20,460,M00000,71,52,30,M000
1994-08-06,34.4,25.6,19.0,M000,0.0,MZ,2.4,12.3,WNW,20,320,M00000,82,57,36,M000
1994-08-07,32.3,24.2,18.3,M000,1.6,MZ,1.8,8.3,WNW,90,330,M00000,94,66,37,M000
1994-08-08,30.1,23.4,19.0,M000,2.6,MZ,2.1,8.4,SE,40,290,M00000,99,76,52,M000
1994-08-09,31.5,25.0,18.5,M000,0.0,MZ,2.1,9.1,SE,70,520,M00000,92,71,51,M000
1994-08-10,29.8,23.7,17.5,M000,0.0,MZ,1.7,7.9,SE,40,420,M00000,,74,52,M000
1994-08-11,31.7,24.3,16.5,M000,0.0,MZ,4.8,18.8,N,10,510,M00000,84,42,19,M000
1994-08-12,32.8,26.0,19.6,M000,0.0,MZ,5.2,17.1,NW,30,330,M00000,59,30,15,M000
1994-08-13,28.8,23.2,13.8,M000,0.0,MZ,5.1,19.9,NW,10,510,M00000,67,43,25,M000
1994-08-14,29.2,23.6,17.8,M000,0.0,MZ,3.1,10.9,SE,10,510,M00000,74,47,29,M000
1994-08-15,30.5,22.8,13.7,M000,0.0,MZ,2.5,8.0,SE,20,360,M00000,80,55,33,M000
1994-08-16,30.8,23.5,17.5,M000,0.0,MZ,2.5,8.4,WNW,20,460,M00000,78,59,41,M000
1994-08-17,28.1,21.9,17.1,M000,1.0,MZ,2.7,19.6,SE,20,350,M00000,89,65,34,M000
1994-08-18,29.8,25.2,21.2,M000,0.0,MZ,8.2,22.5,NNW,0,850,M00000,35,23,8,M000
1994-08-19,31.8,23.5,14.5,M000,0.0,MZ,2.6,14.3,SE,30,440,M00000,71,39,22,M000
1994-08-20,32.8,25.5,17.1,M000,0.0,MZ,3.1,10.6,ESE,10,380,M00000,76,42,28,M000
1994-08-21,31.8,23.3,14.6,M000,0.0,MZ,1.7,6.7,WNW,50,240,M00000,79,59,35,M000
1994-08-22,32.9,25.0,17.2,M000,0.0,MZ,2.0,7.3,SE,30,460,M00000,86,63,41,M000
1994-08-23,31.5,23.5,17.9,M000,2.4,MZ,2.4,13.3,WNW,60,510,M00000,88,62,34,M000
1994-08-24,31.2,23.3,16.6,M000,4.2,MZ,2.8,13.9,SE,20,420,M00000,98,62,36,M000
1994-08-25,28.2,22.8,16.4,M000,0.0,MZ,6.5,17.7,NNW,20,610,M00000,88,37,21,M000
1994-08-26,30.4,24.5,16.1,M000,0.0,MZ,3.6,15.3,SE,40,400,M00000,58,35,23,M000
1994-08-27,30.9,23.3,16.5,M000,0.0,MZ,2.3,8.6,SE,0,490,M00000,72,46,30,M000
1994-08-28,29.1,21.5,13.6,M000,0.0,MZ,1.3,5.3,SE,120,320,M00000,92,66,39,M000
1994-08-29,29.8,22.0,14.2,M000,0.0,MZ,1.8,8.9,SE,100,560,M00000,99,71,44,M000
1994-08-30,27.8,22.4,16.9,M000,0.0,MZ,2.3,8.6,SE,10,550,M00000,89,66,44,M000
1994-08-31,21.8,18.2,13.6,M000,10.8,MZ,1.8,13.0,SE,40,380,M00000,100,88,58,M000
1994-09-01,24.3,17.5,13.7,M000,9.8,MZ,1.5,8.8,WNW,40,290,M00000,100,88,53,M000
1994-09-02,17.3,14.7,11.4,M000,7.6,MZ,1.5,9.5,W,70,250,M00000,100,89,68,M000
1994-09-03,27.8,20.2,11.1,M000,0.0,MZ,3.6,12.3,SE,10,430,M00000,95,51,30,M000
1994-09-04,27.5,20.3,13.3,M000,0.0,MZ,2.3,8.2,SE,60,510,M00000,85,61,40,M000
1994-09-05,28.1,20.8,13.1,M000,0.0,MZ,2.3,7.3,SE,30,400,M00000,89,64,41,M000
1994-09-06,27.8,20.3,12.8,M000,0.0,MZ,1.4,6.5,SE,130,340,M00000,94,72,45,M000
1994-09-07,26.7,21.1,17.3,M000,0.0,MZ,2.2,10.1,SE,100,580,M00000,93,75,55,M000
1994-09-08,19.0,17.1,15.6,M000,18.8,MZ,2.8,17.8,NW,20,270,M00000,100,81,30,M000
1994-09-09,27.2,18.8,11.5,M000,0.0,MZ,5.0,17.1,NNW,0,350,M00000,83,39,19,M000
1994-09-10,25.3,18.7,11.8,M000,0.0,MZ,2.8,15.6,ESE,40,360,M00000,91,60,40,M000
1994-09-11,24.5,16.8,9.3,M000,0.0,MZ,1.3,4.3,WNW,60,360,M00000,95,74,48,M000
1994-09-12,26.6,19.1,13.5,M000,1.4,MZ,1.7,10.1,WNW,60,290,M00000,99,76,47,M000
1994-09-13,23.6,17.7,14.8,M000,0.6,MZ,2.1,12.6,NW,30,290,M00000,94,73,50,M000
1994-09-14,19.0,14.1,10.3,M000,15.4,MZ,5.2,19.2,NW,40,800,M00000,99,75,44,M000
1994-09-15,19.9,15.5,9.1,M000,0.0,MZ,6.6,17.1,NW,0,880,M00000,94,47,33,M000
1994-09-16,16.0,12.6,8.7,M000,4.8,MZ,4.3,16.0,NW,20,700,M00000,94,58,30,M000
1994-09-17,19.0,14.4,10.7,M000,0.0,MZ,7.7,17.1,NW,0,880,M00000,48,34,24,M000
1994-09-18,20.3,13.2,8.9,M000,0.0,MZ,4.5,12.4,NW,0,680,M00000,46,35,22,M000
1994-09-19,20.5,13.7,9.2,M000,0.0,MZ,2.9,10.0,NW,20,380,M00000,72,45,24,M000
1994-09-20,19.1,12.8,7.3,M000,0.2,MZ,1.5,7.4,SE,200,330,M00000,93,70,35,M000
1994-09-21,12.8,11.7,10.7,M000,5.4,MZ,0.8,3.6,SE,220,220,M00000,100,94,87,M000
1994-09-22,14.0,12.1,10.5,M000,11.6,MZ,0.6,3.1,S,440,110,M00000,100,98,90,M000
1994-09-23,16.6,14.7,12.6,M000,65.8,MZ,1.4,10.9,SE,140,280,M00000,100,100,97,M000
1994-09-24,21.0,17.2,13.1,M000,9.8,MZ,2.1,11.1,SE,70,370,M00000,100,95,80,M000
1994-09-25,24.4,17.6,12.6,M000,0.0,MZ,1.7,6.3,SE,40,360,M00000,100,80,53,M000
1994-09-26,18.7,14.7,10.3,M000,7.4,MZ,1.1,6.7,SE,200,240,M00000,100,96,77,M000
1994-09-27,24.5,15.7,8.9,M000,0.2,MZ,1.5,8.2,SE,100,290,M00000,100,84,49,M000
1994-09-28,24.1,16.6,10.8,M000,0.0,MZ,1.7,7.4,SE,100,330,M00000,100,81,51,M000
1994-09-29,22.4,16.3,11.1,M000,0.0,MZ,1.2,5.0,WNW,120,310,M00000,100,83,53,M000
1994-09-30,18.8,16.0,14.2,M000,0.0,MZ,0.8,2.9,NW,160,270,M00000,100,92,74,M000
1994-10-01,24.4,17.2,10.9,M000,0.2,MZ,1.3,6.4,SE,140,210,M00000,100,82,44,M000
1994-10-02,21.7,17.3,14.2,M000,1.2,MZ,1.3,7.6,SE,200,410,M00000,100,87,62,M000
1994-10-03,21.9,16.8,10.3,M000,0.0,MZ,3.0,15.2,NW,50,380,M00000,100,70,30,M000
1994-10-04,23.6,18.1,13.2,M000,0.0,MZ,5.6,17.1,NW,0,520,M00000,49,34,15,M000
1994-10-05,18.7,12.3,7.3,M000,0.0,MZ,2.5,9.0,WNW,0,420,M00000,99,63,37,M000
1994-10-06,14.7,10.6,7.9,M000,0.0,MZ,1.0,4.3,W,150,240,M00000,99,80,56,M000
1994-10-07,9.4,6.8,1.2,M000,0.0,MZ,1.3,5.8,SE,100,460,M00000,100,84,70,M000
1994-10-08,10.1,6.5,1.0,M000,0.0,MZ,1.0,4.2,SE,130,440,M00000,100,80,55,M000
1994-10-09,11.4,6.9,2.2,M000,0.0,MZ,0.7,2.9,SE,240,200,M00000,100,83,59,M000
1994-10-10,14.4,8.4,1.7,M000,0.0,MZ,0.9,3.9,SE,290,340,M00000,100,84,52,M000
1994-10-11,18.6,11.2,7.1,M000,0.0,MZ,0.8,3.5,NW,250,260,M00000,100,84,45,M000
1994-10-12,19.1,12.7,6.3,M000,0.0,MZ,0.9,4.4,WNW,140,250,M00000,100,83,48,M000
1994-10-13,21.6,13.5,8.1,M000,0.0,MZ,1.1,5.3,SE,310,270,M00000,100,84,49,M000
1994-10-14,22.4,13.3,6.1,M000,0.0,MZ,1.6,6.4,WNW,180,300,M00000,100,72,38,M000
1994-10-15,21.8,13.3,6.3,M000,0.0,MZ,2.1,6.9,W,90,460,M00000,91,60,31,M000
1994-10-16,20.4,11.0,3.5,M000,0.0,MZ,1.1,4.4,NW,150,290,M00000,98,74,33,M000
1994-10-17,21.4,11.6,3.4,M000,0.0,MZ,1.3,4.9,NW,80,250,M00000,98,69,31,M000
1994-10-18,17.6,11.3,4.0,M000,0.0,MZ,1.9,8.0,SE,30,570,M00000,93,75,44,M000
1994-10-19,11.2,9.9,8.4,M000,0.6,MZ,1.7,10.3,SE,130,600,M00000,98,89,79,M000
1994-10-20,9.8,8.4,7.8,M000,10.0,MZ,0.6,3.6,W,330,180,M00000,100,98,89,M000
1994-10-21,11.2,8.9,4.8,M000,11.4,MZ,0.6,2.8,WNW,420,240,M00000,100,100,98,M000
1994-10-22,12.1,9.2,4.6,M000,0.0,MZ,0.8,3.6,WNW,390,320,M00000,100,93,79,M000
1994-10-23,13.6,8.9,5.0,M000,19.6,MZ,1.3,8.4,WNW,230,270,M00000,100,93,60,M000
1994-10-24,18.6,11.4,3.6,M000,0.0,MZ,4.6,18.7,NW,10,770,M00000,100,58,25,M000
1994-10-25,16.4,9.6,3.7,M000,0.0,MZ,1.7,13.6,SE,90,450,M00000,99,72,36,M000
1994-10-26,16.2,10.1,3.3,M000,0.0,MZ,2.8,13.9,NW,90,450,M00000,100,65,28,M000
1994-10-27,16.2,9.6,4.4,M000,0.0,MZ,2.2,10.5,NW,50,490,M00000,96,59,28,M000
1994-10-28,8.4,6.1,2.1,M000,4.6,MZ,1.2,5.1,WNW,80,460,M00000,100,94,77,M000
1994-10-29,16.8,7.0,0.8,M000,0.0,MZ,1.4,5.6,SE,110,260,M00000,100,81,35,M000
1994-10-30,15.9,7.8,3.1,M000,0.0,MZ,0.8,3.9,NW,150,260,M00000,100,89,54,M000
1994-10-31,17.6,10.1,2.7,M000,0.0,MZ,1.3,5.7,SE,180,330,M00000,100,86,55,M000
1994-11-01,18.4,11.7,7.9,M000,0.0,MZ,1.5,5.7,WNW,100,310,M00000,100,83,52,M000
1994-11-02,13.7,10.0,5.9,M000,5.4,MZ,0.7,2.7,SE,360,220,M00000,100,92,66,M000
1994-11-03,12.2,10.7,9.4,M000,3.8,MZ,0.5,2.2,NW,530,210,M00000,100,98,89,M000
