DATA,Temperatura massima (°C),Temperatura media (°C),Temperatura minima (°C),Temperatura classe,Precipitazione (mm),Precipitazione classe,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Durata calma (min),Tempo permanenza (min),Vento classe,Umidità massima (%),Umidità media (%),Umidità minima (%),Umidità classe
1990-11-14,,,,M000,,M0,,,,,,M00000,,,,M000
1990-11-15,16.9,8.5,-0.1,M000,0.0,MZ,5.1,24.9,W,80,400,M00000,96,59,27,M000
1990-11-16,17.3,8.5,2.7,M000,0.0,MZ,2.3,9.9,WSW,70,420,M00000,74,41,23,M000
1990-11-17,15.7,7.2,3.0,M000,0.0,MZ,1.1,8.8,E,200,270,M00000,80,60,30,M000
1990-11-18,20.9,15.0,1.9,M000,0.0,MZ,8.2,23.5,W,60,880,M00000,87,38,21,M000
1990-11-19,18.9,16.3,9.3,M000,0.0,MZ,8.7,23.0,WNW,10,610,M00000,42,26,20,M000
1990-11-20,11.8,7.4,3.5,M000,0.2,MZ,1.0,6.1,E,290,470,M00000,94,69,41,M000
1990-11-21,9.6,7.9,6.4,M000,0.2,MZ,0.6,2.7,E,480,340,M00000,97,92,85,M000
1990-11-22,9.3,7.3,4.3,M000,6.8,MZ,1.1,9.9,WSW,200,300,M00000,97,93,83,M000
1990-11-23,11.5,7.9,4.3,M000,0.0,MZ,7.3,15.6,W,0,890,M00000,96,43,30,M000
1990-11-24,9.7,5.0,0.7,M000,0.0,MZ,2.2,13.0,WNW,350,300,M00000,92,53,32,M000
1990-11-25,4.0,1.3,-1.1,M000,12.4,MZ,0.9,7.3,W,420,140,M00000,96,93,85,M000
1990-11-26,7.1,2.0,-2.8,M000,0.0,MZ,,,,,,M00000,99,88,61,M000
1990-11-27,8.4,4.5,2.1,M000,1.2,MZ,1.8,8.8,WSW,210,270,M00000,95,87,65,M000
1990-11-28,9.8,4.2,1.0,M000,0.0,MZ,1.3,6.3,WSW,270,240,M*****,97,85,56,M000
1990-11-29,,,,M000,0.0,MZ,,,,,,M00000,,,,M000
1990-11-30,9.5,2.8,-2.8,M000,0.0,MZ,2.4,19.3,WNW,250,220,M00000,86,57,29,M000
1990-12-01,6.8,0.6,-3.3,M000,0.0,MZ,1.2,7.3,SW,300,240,M00000,83,57,29,M000
1990-12-02,5.5,-1.1,-4.8,M000,0.0,MZ,0.8,3.7,WNW,470,260,M00000,82,62,26,M000
1990-12-03,6.4,-1.0,-4.6,M000,0.0,MZ,1.5,8.7,WSW,220,280,M00000,86,71,34,M000
1990-12-04,9.7,0.4,-3.9,M000,0.0,MZ,1.0,4.5,W,260,360,M00000,84,67,31,M000
1990-12-05,10.0,2.0,-2.3,M000,0.0,MZ,1.8,10.8,E,100,290,M00000,74,51,26,M000
1990-12-06,7.4,0.7,-5.0,M000,0.0,MZ,2.3,8.3,WSW,230,480,M00000,70,40,23,M000
1990-12-07,6.0,-2.8,-6.8,M000,0.0,MZ,0.7,4.6,W,670,300,M00000,80,60,25,M000
1990-12-08,6.3,-0.4,-6.1,M000,0.0,MZ,1.1,5.0,W,350,240,M00000,80,61,39,M000
1990-12-09,0.4,-1.1,-2.0,M000,26.2,MZ,0.6,5.1,E,750,190,M00000,96,93,79,M000
1990-12-10,6.5,1.7,-0.8,M000,1.4,MZ,2.9,17.5,WNW,330,220,M00000,97,79,34,M000
1990-12-11,2.5,-0.5,-5.4,M000,3.0,MZ,0.8,4.2,WSW,510,480,M00000,97,94,89,M000
1990-12-12,9.0,2.4,-6.3,M000,0.0,MZ,4.8,19.4,W,20,480,M00000,92,57,34,M000
1990-12-13,6.7,4.3,1.3,M000,0.0,MZ,7.3,19.4,W,0,910,M00000,44,33,29,M000
1990-12-14,9.5,1.3,-4.4,M000,0.0,MZ,3.4,12.4,W,60,630,M00000,79,50,30,M000
1990-12-15,6.4,-0.2,-5.3,M000,0.0,MZ,1.3,5.6,W,210,200,M00000,85,63,32,M000
1990-12-16,4.9,-2.0,-6.6,M000,0.0,MZ,2.1,11.3,W,250,360,M00000,80,62,32,M000
1990-12-17,4.6,-2.0,-7.4,M000,0.0,MZ,1.0,5.5,WSW,480,320,M00000,79,62,31,M000
1990-12-18,4.1,-1.8,-5.5,M000,0.0,MZ,0.7,4.6,WSW,560,190,M00000,81,67,34,M000
1990-12-19,4.0,-3.4,-7.6,M000,0.0,MZ,0.6,2.9,W,580,210,M00000,85,73,43,M000
1990-12-20,6.3,-2.3,-8.0,M000,0.0,MZ,1.5,5.8,WSW,220,360,M00000,85,60,29,M000
1990-12-21,5.3,-2.7,-6.3,M000,0.0,MZ,0.9,5.1,W,310,370,M00000,82,63,31,M000
1990-12-22,6.5,-2.7,-6.8,M000,0.0,MZ,0.9,4.4,W,290,360,M00000,87,75,38,M000
1990-12-23,7.3,-1.5,-6.8,M000,0.0,MZ,0.8,5.0,W,410,310,M00000,91,79,45,M000
1990-12-24,4.2,1.1,-0.8,M000,0.0,MZ,0.7,3.0,W,490,150,M00000,89,83,70,M000
1990-12-25,2.2,-0.1,-3.7,M000,0.0,MZ,0.6,3.8,W,570,190,M00000,91,84,73,M000
1990-12-26,4.2,-0.6,-2.3,M000,1.0,MZ,0.7,5.3,E,430,150,M00000,92,86,71,M000
1990-12-27,11.2,4.0,-3.4,M000,1.0,MZ,4.7,20.4,W,270,340,M00000,96,64,29,M000
1990-12-28,8.7,4.0,-1.7,M000,0.0,MZ,3.2,18.8,W,110,430,M00000,82,53,29,M000
1990-12-29,8.1,0.2,-3.2,M000,0.0,MZ,0.7,3.0,W,400,280,M00000,89,74,40,M000
1990-12-30,9.6,0.6,-3.9,M000,0.0,MZ,0.8,3.0,WNW,370,360,M00000,91,78,39,M000
1990-12-31,8.9,4.2,0.4,M000,,M0,1.5,6.3,WSW,340,530,M00000,90,78,64,M000
1991-01-01,10.5,5.9,-0.6,M000,0.0,MZ,6.5,22.1,W,100,700,M00000,95,49,23,M000
1991-01-02,8.3,2.2,-0.8,M000,0.0,MZ,0.9,4.1,W,210,380,M00000,77,56,29,M000
1991-01-03,10.2,2.1,-1.5,M000,0.0,MZ,0.8,3.3,W,340,420,M00000,91,76,44,M000
1991-01-04,9.2,3.9,1.8,M000,0.0,MZ,1.4,18.4,E,310,280,M00000,91,81,33,M000
1991-01-05,11.9,5.5,-0.2,M000,0.0,MZ,4.5,17.3,W,40,520,M00000,74,40,23,M000
1991-01-06,6.7,1.7,-0.3,M000,0.0,MZ,1.4,11.4,E,240,390,M00000,90,74,52,M000
1991-01-07,4.8,1.2,-1.2,M000,0.4,MZ,0.7,3.4,E,400,290,M00000,94,90,81,M000
1991-01-08,9.6,1.3,-2.5,M000,0.0,MZ,0.9,4.0,W,230,410,M00000,97,86,59,M000
1991-01-09,8.9,1.9,-1.1,M000,0.0,MZ,1.0,5.2,W,200,330,M00000,91,80,42,M000
1991-01-10,9.6,2.1,-1.8,M000,0.0,MZ,0.9,2.8,W,250,280,M00000,93,82,50,M000
1991-01-11,11.7,2.9,-0.6,M000,0.0,MZ,0.9,3.8,W,250,330,M00000,93,83,50,M000
1991-01-12,7.1,3.1,-0.8,M000,0.0,MZ,0.8,3.9,E,480,270,M00000,96,90,74,M000
1991-01-13,5.4,3.2,0.4,M000,6.0,MZ,1.3,6.1,E,230,310,M00000,98,94,85,M000
1991-01-14,1.4,0.5,0.2,M000,42.4,MZ,0.5,3.2,W,680,270,M00000,97,97,95,M000
1991-01-15,4.9,1.8,0.2,M000,3.0,MZ,0.9,3.8,WSW,450,310,M00000,99,95,88,M000
1991-01-16,2.6,-0.2,-4.7,M000,0.0,MZ,1.8,9.6,ENE,220,390,M00000,98,84,63,M000
1991-01-17,6.3,-1.7,-5.9,M000,0.0,MZ,2.0,8.9,WSW,200,550,M00000,81,64,32,M000
1991-01-18,8.6,-1.0,-7.2,M000,0.0,MZ,1.6,8.2,WSW,240,280,M00000,85,58,27,M000
1991-01-19,8.0,1.6,-4.4,M000,0.0,MZ,1.2,7.3,SW,300,280,M00000,87,57,28,M000
1991-01-20,10.4,2.4,-1.8,M000,0.0,MZ,1.5,10.5,W,290,330,M00000,91,63,28,M000
1991-01-21,7.5,-0.4,-5.0,M000,0.0,MZ,0.9,3.7,W,260,330,M00000,83,64,26,M000
1991-01-22,7.8,0.3,-3.9,M000,0.0,MZ,1.3,8.3,WSW,520,360,M00000,85,63,34,M000
1991-01-23,8.7,1.5,-1.6,M000,0.0,MZ,3.2,8.8,WSW,50,680,M00000,66,36,23,M000
1991-01-24,8.7,1.4,-3.4,M000,0.0,MZ,2.4,10.3,WSW,170,530,M00000,73,41,22,M000
1991-01-25,10.7,1.5,-3.4,M000,0.0,MZ,1.7,8.0,WSW,120,350,M00000,74,44,20,M000
1991-01-26,8.6,-0.7,-5.9,M000,0.0,MZ,0.8,3.0,W,340,440,M00000,81,62,24,M000
1991-01-27,11.4,1.1,-4.9,M000,0.0,MZ,1.1,7.3,W,410,260,M00000,83,59,26,M000
1991-01-28,5.9,-0.3,-3.7,M000,0.0,MZ,0.9,5.2,W,390,290,M00000,87,68,34,M000
1991-01-29,10.5,2.3,-3.8,M000,0.0,MZ,1.9,12.7,WSW,190,360,M00000,86,54,26,M000
1991-01-30,5.5,-0.2,-4.0,M000,0.0,MZ,1.2,8.9,E,400,360,M00000,87,64,27,M000
1991-01-31,2.2,-0.3,-4.3,M000,0.0,MZ,0.7,4.6,E,680,210,M00000,87,80,64,M000
1991-02-01,0.4,-0.7,-1.4,M000,0.0,MZ,1.1,5.4,E,590,570,M00000,90,85,79,M000
1991-02-02,1.2,-1.6,-4.6,M000,0.0,MZ,1.2,4.8,E,270,580,M00000,81,73,55,M000
1991-02-03,2.8,-3.2,-7.4,M000,0.0,MZ,0.8,4.7,E,450,230,M00000,84,70,38,M000
1991-02-04,5.4,-2.5,-7.5,M000,0.0,MZ,1.0,7.4,SW,400,220,M00000,83,62,31,M000
1991-02-05,1.2,-2.3,-6.8,M000,0.0,MZ,1.9,9.6,E,270,520,M00000,89,61,34,M000
1991-02-06,-2.5,-5.1,-10.3,M000,0.0,MZ,2.4,9.7,E,230,540,M00000,90,73,60,M000
1991-02-07,-4.6,-7.7,-12.5,M000,1.2,MZ,0.8,4.2,WSW,550,300,M00000,88,78,60,M000
1991-02-08,2.2,-3.6,-9.9,M000,0.0,MZ,1.2,6.6,W,410,280,M00000,88,71,48,M000
1991-02-09,5.0,-1.0,-4.8,M000,1.4,MZ,1.0,4.8,WSW,460,210,M00000,93,76,40,M000
1991-02-10,9.0,1.4,-2.7,M000,2.8,MZ,2.8,20.9,WSW,240,240,M00000,95,70,28,M000
1991-02-11,5.1,1.4,-1.3,M000,0.0,MZ,7.3,18.4,WNW,0,370,M00000,33,29,26,M000
1991-02-12,3.4,-0.1,-3.0,M000,0.0,MZ,6.4,16.7,W,0,1200,M00000,36,30,26,M000
1991-02-13,4.7,-0.5,-6.2,M000,0.0,MZ,3.3,12.6,WSW,40,410,M00000,58,34,24,M000
1991-02-14,4.2,-1.1,-6.2,M000,0.0,MZ,3.1,15.8,WSW,80,340,M00000,53,33,25,M000
1991-02-15,5.2,-1.1,-8.1,M000,0.0,MZ,1.6,11.8,E,230,310,M00000,66,39,23,M000
1991-02-16,14.6,4.3,-3.5,M000,0.0,MZ,4.8,22.2,W,30,400,M00000,72,46,27,M000
1991-02-17,5.8,1.5,-2.8,M000,0.0,MZ,0.8,4.3,WSW,490,230,M00000,84,68,43,M000
1991-02-18,8.8,2.5,-1.4,M000,0.0,MZ,0.9,4.6,E,430,340,M00000,89,69,36,M000
1991-02-19,9.8,2.8,-2.7,M000,0.0,MZ,1.3,6.4,E,220,370,M00000,88,69,37,M000
1991-02-20,10.2,3.1,-1.4,M000,0.0,MZ,1.2,6.1,E,420,430,M00000,91,73,41,M000
1991-02-21,11.8,4.0,-0.9,M000,0.0,MZ,1.4,6.4,E,180,360,M00000,91,71,38,M000
1991-02-22,15.8,7.4,0.2,M000,0.0,MZ,3.3,14.9,WSW,10,340,M00000,86,51,28,M000
1991-02-23,15.1,7.0,1.2,M000,0.0,MZ,1.7,7.3,WSW,110,300,M00000,79,43,24,M000
1991-02-24,18.4,7.7,0.1,M000,0.0,MZ,1.3,6.1,W,210,310,M00000,88,62,29,M000
1991-02-25,19.5,9.4,1.8,M000,0.0,MZ,1.3,4.9,W,120,330,M00000,84,58,28,M000
1991-02-26,19.1,9.6,2.3,M000,0.0,MZ,1.4,5.1,W,180,370,M00000,83,58,28,M000
1991-02-27,14.4,8.2,1.8,M000,0.0,MZ,1.5,6.4,E,240,380,M00000,83,68,37,M000
1991-02-28,8.4,6.6,5.4,M000,4.6,MZ,0.9,5.0,ESE,430,340,M00000,97,93,81,M000
1991-03-01,5.7,4.9,4.3,M000,8.0,MZ,0.8,2.8,WSW,410,240,M00000,97,94,89,M000
1991-03-02,11.7,7.3,4.2,M000,0.0,MZ,1.0,5.3,E,420,340,M00000,98,88,65,M000
1991-03-03,15.0,9.2,4.4,M000,0.0,MZ,1.2,4.8,WSW,160,220,M00000,94,77,49,M000
1991-03-04,12.7,9.3,7.1,M000,0.0,MZ,1.2,5.4,ENE,340,250,M00000,91,82,69,M000
1991-03-05,12.1,8.6,6.2,M000,0.6,MZ,0.9,6.3,E,440,210,M00000,94,86,68,M000
1991-03-06,8.4,7.3,6.6,M000,13.4,MZ,0.7,2.8,E,400,220,M00000,97,94,87,M000
1991-03-07,6.9,6.2,5.6,M000,27.6,MZ,0.5,2.6,WSW,580,310,M00000,99,97,93,M000
1991-03-08,9.3,7.3,6.0,M000,50.8,MZ,1.0,10.9,W,420,130,M00000,100,99,97,M000
1991-03-09,11.8,8.4,4.3,M000,13.6,MZ,1.8,8.9,E,100,290,M00000,99,91,72,M000
1991-03-10,19.3,9.8,2.8,M000,0.0,MZ,2.2,7.3,WSW,30,350,M00000,95,64,26,M000
1991-03-11,18.0,10.9,3.9,M000,3.6,MZ,2.4,9.7,E,60,370,M00000,94,63,36,M000
1991-03-12,13.8,9.2,6.3,M000,2.0,MZ,1.5,7.4,E,100,300,M00000,94,81,59,M000
1991-03-13,17.5,11.0,5.2,M000,0.0,MZ,2.9,7.8,SW,20,470,M00000,84,58,35,M000
1991-03-14,17.3,11.8,6.3,M000,0.0,MZ,2.3,8.6,E,130,370,M00000,81,57,34,M000
1991-03-15,15.4,10.3,7.7,M000,0.0,MZ,1.4,9.3,WSW,290,280,M00000,82,68,42,M000
1991-03-16,17.9,11.3,6.2,M000,0.0,MZ,3.5,9.4,WSW,10,590,M00000,60,42,28,M000
1991-03-17,13.5,8.9,6.4,M000,0.0,MZ,1.6,7.6,WSW,220,270,M00000,87,57,34,M000
1991-03-18,18.6,12.5,5.0,M000,0.0,MZ,3.3,10.4,W,60,480,M00000,87,48,26,M000
1991-03-19,18.1,12.7,9.2,M000,0.0,MZ,2.8,9.8,W,90,330,M00000,76,41,26,M000
1991-03-20,21.3,13.0,6.5,M000,0.0,MZ,1.7,7.5,E,110,420,M00000,81,59,33,M000
1991-03-21,13.8,10.0,6.8,M000,0.0,MZ,1.1,4.2,E,210,430,M00000,91,76,57,M000
1991-03-22,16.4,10.6,8.2,M000,3.0,MZ,2.7,14.5,W,150,460,M00000,93,73,44,M000
1991-03-23,10.9,8.4,5.9,M000,5.0,MZ,1.2,5.7,E,250,230,M00000,97,75,45,M000
1991-03-24,9.3,8.2,6.9,M000,34.0,MZ,1.1,5.3,WSW,150,320,M00000,100,98,96,M000
1991-03-25,13.7,9.0,6.6,M000,14.8,MZ,2.1,13.8,E,80,290,M00000,99,91,67,M000
1991-03-26,14.3,9.4,6.3,M000,0.2,MZ,1.5,6.2,E,270,390,M00000,97,84,58,M000
1991-03-27,17.0,11.3,6.5,M000,0.0,MZ,2.1,9.9,E,110,410,M00000,93,68,38,M000
1991-03-28,11.0,7.7,4.1,M000,0.0,MZ,1.9,7.9,E,170,510,M00000,91,81,71,M000
1991-03-29,10.9,5.9,3.1,M000,1.0,MZ,2.4,11.9,E,60,440,M00000,90,67,37,M000
1991-03-30,13.0,6.2,-0.6,M000,0.0,MZ,1.8,7.5,E,330,360,M00000,90,65,35,M000
1991-03-31,14.8,7.7,1.2,M000,0.0,MZ,1.9,8.8,E,260,360,M00000,91,69,42,M000
1991-04-01,16.4,9.7,4.0,M000,0.0,MZ,1.9,6.9,E,40,400,M00000,90,67,36,M000
1991-04-02,17.6,10.5,2.9,M000,0.0,MZ,1.8,7.6,E,220,390,M00000,90,68,43,M000
1991-04-03,18.0,11.9,6.3,M000,5.2,MZ,1.9,8.4,E,160,280,M00000,92,73,46,M000
1991-04-04,13.6,9.8,7.0,M000,0.2,MZ,1.4,7.6,E,180,320,M00000,94,88,75,M000
1991-04-05,9.6,7.3,5.0,M000,1.8,MZ,1.9,10.3,E,30,560,M00000,95,87,42,M000
1991-04-06,19.0,10.6,4.9,M000,0.0,MZ,2.0,6.8,E,60,270,M00000,93,63,28,M000
1991-04-07,20.9,14.2,4.2,M000,0.0,MZ,6.7,19.2,NW,80,590,M00000,85,40,23,M000
1991-04-08,20.4,14.3,8.3,M000,0.0,MZ,3.5,14.5,W,10,330,M00000,70,36,25,M000
1991-04-09,20.2,14.1,8.0,M000,0.0,MZ,3.3,9.4,E,0,460,M00000,64,40,29,M000
1991-04-10,21.0,14.6,9.5,M000,0.0,MZ,2.9,9.2,E,20,350,M00000,79,51,35,M000
1991-04-11,15.2,11.8,8.0,M000,0.0,MZ,3.3,11.6,W,110,410,M00000,87,61,31,M000
1991-04-12,13.9,11.0,8.1,M000,0.0,MZ,1.0,5.4,E,320,240,M00000,87,72,53,M000
1991-04-13,18.5,12.9,8.5,M000,0.0,MZ,1.6,8.2,E,390,390,M00000,91,62,32,M000
1991-04-14,17.1,11.6,8.4,M000,1.8,MZ,1.0,4.9,SW,290,190,M00000,91,72,44,M000
1991-04-15,19.3,11.9,8.1,M000,0.2,MZ,1.0,4.1,W,140,290,M00000,87,66,31,M000
1991-04-16,21.0,14.4,8.7,M000,0.0,MZ,2.6,9.5,WSW,50,290,M00000,75,47,25,M000
1991-04-17,17.9,10.2,0.7,M000,6.0,MZ,6.9,22.8,WNW,210,410,M00000,95,49,18,M000
1991-04-18,12.1,5.7,0.9,M000,0.8,MZ,5.5,20.4,W,110,450,M00000,97,57,26,M000
1991-04-19,13.2,7.4,3.0,M000,0.0,MZ,4.9,16.1,W,40,570,M00000,57,30,19,M000
1991-04-20,8.2,3.9,1.1,M000,1.8,MZ,2.0,8.1,E,180,260,M00000,94,67,36,M000
1991-04-21,13.6,6.8,0.3,M000,0.0,MZ,3.1,12.3,WSW,50,310,M00000,90,54,24,M000
1991-04-22,11.2,6.0,0.5,M000,0.0,MZ,2.4,10.8,E,170,450,M00000,88,70,43,M000
1991-04-23,13.8,8.1,0.6,M000,0.0,MZ,5.8,18.1,WNW,120,420,M00000,91,43,20,M000
1991-04-24,14.8,9.5,4.0,M000,0.0,MZ,3.9,11.9,E,100,420,M00000,55,30,19,M000
1991-04-25,11.0,7.2,4.6,M000,1.6,MZ,2.3,10.1,E,260,560,M00000,89,66,40,M000
1991-04-26,9.0,5.8,3.6,M000,1.6,MZ,1.9,6.0,W,130,510,M00000,92,83,71,M000
1991-04-27,18.1,10.9,3.8,M000,1.2,MZ,2.4,8.2,E,120,350,M00000,92,63,30,M000
1991-04-28,13.2,9.2,6.5,M000,6.6,MZ,2.0,8.1,ENE,170,340,M00000,94,81,60,M000
1991-04-29,19.9,12.8,3.4,M000,0.0,MZ,4.4,14.4,W,50,610,M00000,94,49,27,M000
1991-04-30,19.6,12.4,6.7,M000,0.0,MZ,2.0,10.6,E,150,330,M00000,88,51,28,M000
1991-05-01,16.4,11.5,6.5,M000,2.4,MZ,1.7,9.6,E,200,400,M00000,94,79,52,M000
1991-05-02,11.6,9.2,7.6,M000,11.0,MZ,1.0,5.8,E,320,480,M00000,96,90,76,M000
1991-05-03,17.4,11.7,7.2,M000,2.4,MZ,4.9,19.2,W,80,360,M00000,95,62,31,M000
1991-05-04,11.6,8.3,2.2,M000,0.0,MZ,4.3,14.6,W,180,360,M00000,90,50,29,M000
1991-05-05,11.5,6.3,1.2,M000,0.0,MZ,2.4,9.7,W,140,310,M00000,94,73,41,M000
1991-05-06,12.6,7.3,1.3,M000,0.6,MZ,1.6,9.1,E,210,360,M00000,94,70,38,M000
1991-05-07,19.9,11.4,1.3,M000,0.0,MZ,2.8,12.4,W,120,530,M00000,94,51,22,M000
1991-05-08,15.7,11.2,6.4,M000,4.8,MZ,2.0,9.1,E,130,240,M00000,93,61,37,M000
1991-05-09,14.5,9.8,7.4,M000,2.4,MZ,1.3,8.4,ENE,220,230,M00000,93,83,53,M000
1991-05-10,12.4,9.1,7.4,M000,10.8,MZ,0.9,6.1,E,310,330,M00000,96,87,69,M000
1991-05-11,19.2,11.9,4.7,M000,0.0,MZ,2.4,14.4,E,150,330,M00000,99,70,33,M000
1991-05-12,21.8,16.6,11.8,M000,0.0,MZ,6.4,17.2,WNW,0,530,M00000,72,36,23,M000
1991-05-13,21.2,15.2,9.7,M000,1.2,MZ,2.4,8.5,E,70,470,M00000,90,53,30,M000
1991-05-14,23.2,15.8,8.1,M000,0.0,MZ,2.1,8.4,ENE,180,490,M00000,92,62,34,M000
1991-05-15,22.8,17.4,13.0,M000,0.0,MZ,7.8,18.8,W,0,740,M00000,43,30,20,M000
1991-05-16,17.0,13.0,10.0,M000,0.0,MZ,6.8,18.3,WNW,0,530,M00000,50,28,21,M000
1991-05-17,17.7,13.0,9.3,M000,0.0,MZ,7.9,18.4,WNW,0,760,M00000,29,24,20,M000
1991-05-18,20.5,14.7,9.3,M000,0.0,MZ,6.7,15.6,W,0,750,M00000,31,25,20,M000
1991-05-19,22.6,15.8,9.8,M000,0.0,MZ,3.7,11.2,W,20,440,M00000,32,26,21,M000
1991-05-20,21.4,15.5,8.7,M000,0.0,MZ,2.8,11.1,E,140,480,M00000,56,35,26,M000
1991-05-21,26.1,18.5,9.6,M000,0.0,MZ,2.7,8.4,ENE,100,340,M00000,61,37,26,M000
1991-05-22,28.1,21.3,12.7,M000,0.0,MZ,2.7,9.3,E,100,400,M00000,64,36,27,M000
1991-05-23,29.9,23.3,15.0,M000,0.0,MZ,5.2,16.1,W,50,760,M00000,38,26,18,M000
1991-05-24,21.7,16.5,9.1,M000,0.0,MZ,2.5,9.8,E,100,520,M00000,70,44,29,M000
1991-05-25,21.2,15.7,9.7,M000,0.0,MZ,2.4,8.7,ENE,70,540,M00000,77,48,34,M000
1991-05-26,25.6,17.5,6.8,M000,0.0,MZ,2.5,13.1,ENE,110,350,M00000,83,43,22,M000
1991-05-27,22.7,17.4,8.9,M000,0.0,MZ,2.8,9.8,ENE,130,530,M00000,70,43,30,M000
1991-05-28,24.2,18.1,13.0,M000,0.0,MZ,2.1,9.2,ENE,190,420,M00000,69,48,33,M000
1991-05-29,24.2,17.2,11.6,M000,0.6,MZ,2.2,9.1,ENE,100,400,M00000,77,56,37,M000
1991-05-30,21.8,16.7,12.2,M000,0.6,MZ,1.9,9.1,E,180,490,M00000,87,64,41,M000
1991-05-31,26.2,18.9,9.6,M000,0.0,MZ,2.3,7.6,E,120,480,M00000,90,50,30,M000
1991-06-01,26.2,19.8,14.2,M000,0.2,MZ,2.1,8.2,SW,50,310,M00000,83,48,29,M000
1991-06-02,,17.4,,M000,0.4,MZ,1.6,9.2,E,210,350,M00000,87,61,40,M000
1991-06-03,23.7,18.2,12.0,M000,0.2,MZ,2.8,12.5,ENE,130,330,M00000,89,55,26,M000
1991-06-04,,19.8,,M000,0.0,MZ,6.5,17.8,WNW,0,640,M*****,27,31,22,M000
1991-06-05,21.2,16.0,11.6,M000,0.4,MZ,4.0,17.4,ENE,0,510,M00000,89,51,26,M000
1991-06-06,15.2,12.6,10.8,M000,2.0,MZ,1.1,5.4,E,210,460,M00000,93,86,80,M000
1991-06-07,17.7,12.8,9.9,M000,2.2,MZ,1.1,8.3,E,350,330,M00000,94,83,62,M000
1991-06-08,25.4,19.2,9.1,M000,0.2,MZ,6.1,18.7,W,80,720,M00000,97,44,25,M000
1991-06-09,27.0,19.7,10.6,M000,0.0,MZ,2.3,10.7,E,110,380,M00000,73,40,26,M000
1991-06-10,25.5,20.4,13.2,M000,0.2,MZ,2.5,16.6,E,100,400,M00000,84,57,29,M000
1991-06-11,27.6,22.5,17.6,M000,0.0,MZ,3.4,14.9,E,30,330,M00000,63,38,25,M000
1991-06-12,25.3,20.0,14.9,M000,0.0,MZ,1.8,8.4,E,140,410,M00000,78,63,46,M000
1991-06-13,26.3,21.1,14.1,M000,0.0,MZ,1.8,7.4,E,70,430,M00000,83,65,48,M000
1991-06-14,26.2,20.8,15.2,M000,0.0,MZ,2.6,9.9,E,50,440,M00000,82,65,48,M000
1991-06-15,27.8,21.9,15.3,M000,0.0,MZ,2.3,9.1,ENE,80,390,M00000,86,59,43,M000
1991-06-16,21.2,18.3,14.3,M000,11.6,MZ,1.7,12.0,E,40,280,M00000,94,87,72,M000
1991-06-17,20.3,16.7,14.1,M000,2.0,MZ,5.8,22.9,WSW,40,310,M00000,93,58,28,M000
1991-06-18,24.3,16.8,9.3,M000,0.0,MZ,4.5,14.9,W,20,330,M00000,79,38,23,M000
1991-06-19,22.8,17.2,8.0,M000,0.0,MZ,3.5,14.1,W,90,420,M00000,78,39,22,M000
1991-06-20,18.7,15.0,11.4,M000,0.0,MZ,1.6,6.3,SW,210,320,M00000,81,63,46,M000
1991-06-21,26.2,18.4,8.6,M000,0.0,MZ,2.0,9.1,E,90,330,M00000,90,59,34,M000
1991-06-22,26.8,19.9,13.5,M000,1.8,MZ,1.8,8.7,WSW,80,380,M00000,91,65,38,M000
1991-06-23,29.9,22.8,14.0,M000,0.0,MZ,2.9,17.6,E,90,400,M00000,93,59,38,M000
1991-06-24,31.6,25.6,18.3,M000,0.0,MZ,3.9,13.7,ENE,10,490,M00000,60,40,30,M000
1991-06-25,32.8,27.0,21.6,M000,0.0,MZ,3.4,11.3,ENE,0,380,M00000,62,35,26,M000
1991-06-26,31.0,23.6,17.8,M000,3.0,MZ,1.7,9.3,E,200,310,M00000,86,63,39,M000
1991-06-27,29.8,21.8,16.8,M000,0.0,MZ,6.4,24.9,WNW,90,300,M00000,89,49,18,M000
1991-06-28,25.1,20.1,16.7,M000,0.0,MZ,8.2,19.1,W,0,770,M00000,30,25,21,M000
1991-06-29,26.2,20.5,13.5,M000,0.0,MZ,5.7,14.6,W,10,900,M00000,41,25,19,M000
1991-06-30,26.2,19.3,11.5,M000,0.0,MZ,2.6,8.8,SW,0,360,M00000,47,34,26,M000
1991-07-01,28.0,21.2,12.7,M000,0.0,MZ,2.3,8.6,SW,70,350,M00000,61,40,30,M000
1991-07-02,30.8,22.8,14.5,M000,0.0,MZ,1.8,8.0,ENE,160,440,M00000,74,46,30,M000
1991-07-03,32.1,24.7,17.4,M000,0.0,MZ,2.8,8.8,SW,10,370,M00000,58,39,26,M000
1991-07-04,32.1,25.5,19.1,M000,0.0,MZ,2.6,9.1,ENE,60,390,M00000,54,38,30,M000
1991-07-05,32.9,26.4,19.7,M000,0.0,MZ,2.5,8.3,ENE,0,440,M00000,62,41,30,M000
1991-07-06,32.8,26.2,20.2,M000,0.0,MZ,2.0,9.9,WSW,50,450,M00000,67,50,35,M000
1991-07-07,30.4,23.3,17.2,M000,2.6,MZ,2.6,9.8,ENE,0,380,M00000,92,66,42,M000
1991-07-08,31.0,25.6,19.5,M000,0.0,MZ,2.4,7.7,ENE,40,410,M00000,73,52,37,M000
1991-07-09,29.8,23.2,19.5,M000,4.6,MZ,1.9,7.8,SW,90,230,M00000,87,65,45,M000
1991-07-10,28.7,23.0,18.6,M000,0.0,MZ,1.6,7.3,E,290,350,M00000,89,70,46,M000
